molregno,withdrawn_flag,pref_name,chembl_id,chirality,black_box_warning,polymer_flag,canonical_smiles,level5,level1_description,level2_description,level3_description,level4_description,who_name,warning_type,warning_class,warning_description,warning_country,warning_year
16735,0,BENZOCAINE,CHEMBL278172,2,0,0,CCOC(=O)c1ccc(N)cc1,"('C05AD03', 'D04AB04', 'N01BA05', 'R02AD01')","('CARDIOVASCULAR SYSTEM', 'DERMATOLOGICALS', 'NERVOUS SYSTEM', 'RESPIRATORY SYSTEM')","('VASOPROTECTIVES', 'ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.', 'ANESTHETICS', 'THROAT PREPARATIONS')","('AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE', 'ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.', 'ANESTHETICS, LOCAL', 'THROAT PREPARATIONS')","('Local anesthetics', 'Anesthetics for topical use', 'Esters of aminobenzoic acid', 'Anesthetics, local')","('benzocaine', 'benzocaine', 'benzocaine', 'benzocaine')",,,,,
16847,0,ENALAPRIL,CHEMBL578,1,1,0,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,"('C09AA02',)","('CARDIOVASCULAR SYSTEM',)","('AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM',)","('ACE INHIBITORS, PLAIN',)","('ACE inhibitors, plain',)","('enalapril',)",,,,,
16959,0,LORAZEPAM,CHEMBL580,0,1,0,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,"('N05BA06', 'N05BA56')","('NERVOUS SYSTEM', 'NERVOUS SYSTEM')","('PSYCHOLEPTICS', 'PSYCHOLEPTICS')","('ANXIOLYTICS', 'ANXIOLYTICS')","('Benzodiazepine derivatives', 'Benzodiazepine derivatives')","('lorazepam', 'lorazepam, combinations')",Black Box Warning,"(None,)",,United States,
16960,0,BROMAZEPAM,CHEMBL277062,2,0,0,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,"('N05BA08',)","('NERVOUS SYSTEM',)","('PSYCHOLEPTICS',)","('ANXIOLYTICS',)","('Benzodiazepine derivatives',)","('bromazepam',)",,,,,
16971,0,TRICHLOROETHYLENE,CHEMBL279816,2,0,0,ClC=C(Cl)Cl,"('N01AB05',)","('NERVOUS SYSTEM',)","('ANESTHETICS',)","('ANESTHETICS, GENERAL',)","('Halogenated hydrocarbons',)","('trichloroethylene',)",,,,,
16973,0,BIFONAZOLE,CHEMBL277535,0,0,0,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,"('D01AC10', 'D01AC60')","('DERMATOLOGICALS', 'DERMATOLOGICALS')","('ANTIFUNGALS FOR DERMATOLOGICAL USE', 'ANTIFUNGALS FOR DERMATOLOGICAL USE')","('ANTIFUNGALS FOR TOPICAL USE', 'ANTIFUNGALS FOR TOPICAL USE')","('Imidazole and triazole derivatives', 'Imidazole and triazole derivatives')","('bifonazole', 'bifonazole, combinations')",,,,,
17025,0,ISOPROPYL ALCOHOL,CHEMBL582,2,0,0,CC(C)O,"('D08AX05',)","('DERMATOLOGICALS',)","('ANTISEPTICS AND DISINFECTANTS',)","('ANTISEPTICS AND DISINFECTANTS',)","('Other antiseptics and disinfectants',)","('isopropanol',)",,,,,
17136,1,GREPAFLOXACIN,CHEMBL583,0,0,0,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,"('J01MA11',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIBACTERIALS FOR SYSTEMIC USE',)","('QUINOLONE ANTIBACTERIALS',)","('Fluoroquinolones',)","('grepafloxacin',)",,,,,
17169,0,SAQUINAVIR,CHEMBL114,1,1,0,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,"('J05AE01',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIVIRALS FOR SYSTEMIC USE',)","('DIRECT ACTING ANTIVIRALS',)","('Protease inhibitors',)","('saquinavir',)",Black Box Warning,"(None,)",,United States,
17170,0,INDINAVIR,CHEMBL115,1,0,0,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,"('J05AE02',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIVIRALS FOR SYSTEMIC USE',)","('DIRECT ACTING ANTIVIRALS',)","('Protease inhibitors',)","('indinavir',)",,,,,
17224,0,NELFINAVIR,CHEMBL584,1,0,0,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,"('J05AE04',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIVIRALS FOR SYSTEMIC USE',)","('DIRECT ACTING ANTIVIRALS',)","('Protease inhibitors',)","('nelfinavir',)",,,,,
17347,0,AMPRENAVIR,CHEMBL116,1,0,0,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,"('J05AE05',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIVIRALS FOR SYSTEMIC USE',)","('DIRECT ACTING ANTIVIRALS',)","('Protease inhibitors',)","('amprenavir',)",,,,,
17411,0,TRIAMTERENE,CHEMBL585,2,1,0,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,"('C03DB02',)","('CARDIOVASCULAR SYSTEM',)","('DIURETICS',)","('POTASSIUM-SPARING AGENTS',)","('Other potassium-sparing agents',)","('triamterene',)",Black Box Warning,"('Metabolism toxicity',)",,United States,
18694,1,CELECOXIB,CHEMBL118,2,1,0,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,"('L01XX33', 'M01AH01')","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS', 'MUSCULO-SKELETAL SYSTEM')","('ANTINEOPLASTIC AGENTS', 'ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS')","('OTHER ANTINEOPLASTIC AGENTS', 'ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS')","('Other antineoplastic agents', 'Coxibs')","('celecoxib', 'celecoxib')",Withdrawn,"(None,)",,European Union,2011.0
18694,1,CELECOXIB,CHEMBL118,2,1,0,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,"('L01XX33', 'M01AH01')","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS', 'MUSCULO-SKELETAL SYSTEM')","('ANTINEOPLASTIC AGENTS', 'ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS')","('OTHER ANTINEOPLASTIC AGENTS', 'ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS')","('Other antineoplastic agents', 'Coxibs')","('celecoxib', 'celecoxib')",Black Box Warning,"('Gastrotoxicity', 'Neurotoxicity', 'Cardiotoxicity')",,United States,
19101,0,TRIMETREXATE,CHEMBL119,2,0,0,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,"('P01AX07',)","('ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS',)","('ANTIPROTOZOALS',)","('AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES',)","('Other agents against amoebiasis and other protozoal diseases',)","('trimetrexate',)",,,,,
19278,0,FENOLDOPAM,CHEMBL588,0,0,0,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,"('C01CA19',)","('CARDIOVASCULAR SYSTEM',)","('CARDIAC THERAPY',)","('CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES',)","('Adrenergic and dopaminergic agents',)","('fenoldopam',)",,,,,
19316,0,ROPINIROLE,CHEMBL589,2,1,0,CCCN(CCC)CCc1cccc2c1CC(=O)N2,"('N04BC04',)","('NERVOUS SYSTEM',)","('ANTI-PARKINSON DRUGS',)","('DOPAMINERGIC AGENTS',)","('Dopamine agonists',)","('ropinirole',)",,,,,
19344,0,MENADIONE,CHEMBL590,2,0,0,CC1=CC(=O)c2ccccc2C1=O,"('B02BA02',)","('BLOOD AND BLOOD FORMING ORGANS',)","('ANTIHEMORRHAGICS',)","('VITAMIN K AND OTHER HEMOSTATICS',)","('Vitamin K',)","('menadione',)",,,,,
19469,0,ETHCHLORVYNOL,CHEMBL591,0,0,0,C#CC(O)(/C=C/Cl)CC,"('N05CM08',)","('NERVOUS SYSTEM',)","('PSYCHOLEPTICS',)","('HYPNOTICS AND SEDATIVES',)","('Other hypnotics and sedatives',)","('ethchlorvynol',)",,,,,
19569,1,TERFENADINE,CHEMBL17157,0,0,0,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,"('R06AX12',)","('RESPIRATORY SYSTEM',)","('ANTIHISTAMINES FOR SYSTEMIC USE',)","('ANTIHISTAMINES FOR SYSTEMIC USE',)","('Other antihistamines for systemic use',)","('terfenadine',)",Withdrawn,"('Cardiotoxicity',)",Prolonged QT interval; ventricular tachycardia,United States; France; Oman; Saudi Arabia,1998.0
19573,0,DELAVIRDINE,CHEMBL593,2,0,0,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,"('J05AG02',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIVIRALS FOR SYSTEMIC USE',)","('DIRECT ACTING ANTIVIRALS',)","('Non-nucleoside reverse transcriptase inhibitors',)","('delavirdine',)",,,,,
19712,0,EMEDASTINE,CHEMBL594,2,0,0,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,"('S01GX06',)","('SENSORY ORGANS',)","('OPHTHALMOLOGICALS',)","('DECONGESTANTS AND ANTIALLERGICS',)","('Other antiallergics',)","('emedastine',)",,,,,
19737,0,PIOGLITAZONE,CHEMBL595,0,1,0,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,"('A10BG03',)","('ALIMENTARY TRACT AND METABOLISM',)","('DRUGS USED IN DIABETES',)","('BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS',)","('Thiazolidinediones',)","('pioglitazone',)",,,,,
19915,0,FENTANYL,CHEMBL596,2,1,0,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,"('N01AH01', 'N01AH51', 'N02AB03')","('NERVOUS SYSTEM', 'NERVOUS SYSTEM', 'NERVOUS SYSTEM')","('ANESTHETICS', 'ANESTHETICS', 'ANALGESICS')","('ANESTHETICS, GENERAL', 'ANESTHETICS, GENERAL', 'OPIOIDS')","('Opioid anesthetics', 'Opioid anesthetics', 'Phenylpiperidine derivatives')","('fentanyl', 'fentanyl, combinations', 'fentanyl')",Black Box Warning,"('Respiratory toxicity', 'Misuse')",,United States,
20027,1,ROSIGLITAZONE,CHEMBL121,0,1,0,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,"('A10BG02',)","('ALIMENTARY TRACT AND METABOLISM',)","('DRUGS USED IN DIABETES',)","('BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS',)","('Thiazolidinediones',)","('rosiglitazone',)",,,,,
20130,0,LOFEXIDINE,CHEMBL17860,0,0,0,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,"('N07BC04',)","('NERVOUS SYSTEM',)","('OTHER NERVOUS SYSTEM DRUGS',)","('DRUGS USED IN ADDICTIVE DISORDERS',)","('Drugs used in opioid dependence',)","('lofexidine',)",,,,,
20131,0,PHENTOLAMINE,CHEMBL597,2,0,0,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,"('C04AB01', 'V03AB36')","('CARDIOVASCULAR SYSTEM', 'VARIOUS')","('PERIPHERAL VASODILATORS', 'ALL OTHER THERAPEUTIC PRODUCTS')","('PERIPHERAL VASODILATORS', 'ALL OTHER THERAPEUTIC PRODUCTS')","('Imidazoline derivatives', 'Antidotes')","('phentolamine', 'phentolamine')",,,,,
20346,0,PLERIXAFOR,CHEMBL18442,2,0,0,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,"('L03AX16',)","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS',)","('IMMUNOSTIMULANTS',)","('IMMUNOSTIMULANTS',)","('Other immunostimulants',)","('plerixafor',)",,,,,
20496,0,MELOXICAM,CHEMBL599,2,1,0,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,"('M01AC06', 'M01AC56')","('MUSCULO-SKELETAL SYSTEM', 'MUSCULO-SKELETAL SYSTEM')","('ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS', 'ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS')","('ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS', 'ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS')","('Oxicams', 'Oxicams')","('meloxicam', 'meloxicam, combinations')",Black Box Warning,"('Gastrotoxicity', 'Cardiotoxicity', 'Neurotoxicity')",,United States,
20881,0,ACETYLCYSTEINE,CHEMBL600,1,0,0,CC(=O)N[C@@H](CS)C(=O)O,"('R05CB01', 'S01XA08', 'V03AB23')","('RESPIRATORY SYSTEM', 'SENSORY ORGANS', 'VARIOUS')","('COUGH AND COLD PREPARATIONS', 'OPHTHALMOLOGICALS', 'ALL OTHER THERAPEUTIC PRODUCTS')","('EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS', 'OTHER OPHTHALMOLOGICALS', 'ALL OTHER THERAPEUTIC PRODUCTS')","('Mucolytics', 'Other ophthalmologicals', 'Antidotes')","('acetylcysteine', 'acetylcysteine', 'acetylcysteine')",,,,,
20917,0,AMINOLEVULINIC ACID,CHEMBL601,2,0,0,NCC(=O)CCC(=O)O,"('L01XD04',)","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS',)","('ANTINEOPLASTIC AGENTS',)","('OTHER ANTINEOPLASTIC AGENTS',)","('Sensitizers used in photodynamic/radiation therapy',)","('aminolevulinic acid',)",,,,,
21036,0,CYSTEAMINE,CHEMBL602,2,0,0,NCCS,"('A16AA04', 'S01XA21')","('ALIMENTARY TRACT AND METABOLISM', 'SENSORY ORGANS')","('OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS', 'OPHTHALMOLOGICALS')","('OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS', 'OTHER OPHTHALMOLOGICALS')","('Amino acids and derivatives', 'Other ophthalmologicals')","('mercaptamine', 'mercaptamine')",,,,,
21459,0,NALTREXONE,CHEMBL19019,1,1,0,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,"('N07BB04',)","('NERVOUS SYSTEM',)","('OTHER NERVOUS SYSTEM DRUGS',)","('DRUGS USED IN ADDICTIVE DISORDERS',)","('Drugs used in alcohol dependence',)","('naltrexone',)",Black Box Warning,"(None,)",,United States,
21523,0,ZAFIRLUKAST,CHEMBL603,2,0,0,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,"('R03DC01',)","('RESPIRATORY SYSTEM',)","('DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES',)","('OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES',)","('Leukotriene receptor antagonists',)","('zafirlukast',)",,,,,
21697,1,ROFECOXIB,CHEMBL122,2,1,0,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,"('M01AH02',)","('MUSCULO-SKELETAL SYSTEM',)","('ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS',)","('ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS',)","('Coxibs',)","('rofecoxib',)",Black Box Warning,"(None,)",,United States,
21697,1,ROFECOXIB,CHEMBL122,2,1,0,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,"('M01AH02',)","('MUSCULO-SKELETAL SYSTEM',)","('ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS',)","('ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS',)","('Coxibs',)","('rofecoxib',)",Withdrawn,"('Cardiotoxicity', 'Neurotoxicity')",Risk for heart attack and stroke,United States,2004.0
21698,0,MOXONIDINE,CHEMBL19236,2,0,0,COc1nc(C)nc(Cl)c1NC1=NCCN1,"('C02AC05',)","('CARDIOVASCULAR SYSTEM',)","('ANTIHYPERTENSIVES',)","('ANTIADRENERGIC AGENTS, CENTRALLY ACTING',)","('Imidazoline receptor agonists',)","('moxonidine',)",,,,,
21716,0,PAPAVERINE,CHEMBL19224,2,0,0,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,"('A03AD01', 'G04BE02', 'G04BE52')","('ALIMENTARY TRACT AND METABOLISM', 'GENITO URINARY SYSTEM AND SEX HORMONES', 'GENITO URINARY SYSTEM AND SEX HORMONES')","('DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS', 'UROLOGICALS', 'UROLOGICALS')","('DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS', 'UROLOGICALS', 'UROLOGICALS')","('Papaverine and derivatives', 'Drugs used in erectile dysfunction', 'Drugs used in erectile dysfunction')","('papaverine', 'papaverine', 'papaverine, combinations')",,,,,
21938,0,METERGOLINE,CHEMBL19215,1,0,0,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,"('G02CB05',)","('GENITO URINARY SYSTEM AND SEX HORMONES',)","('OTHER GYNECOLOGICALS',)","('OTHER GYNECOLOGICALS',)","('Prolactine inhibitors',)","('metergoline',)",,,,,
22391,0,MISOPROSTOL,CHEMBL606,0,1,0,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,"('A02BB01', 'G02AD06')","('ALIMENTARY TRACT AND METABOLISM', 'GENITO URINARY SYSTEM AND SEX HORMONES')","('DRUGS FOR ACID RELATED DISORDERS', 'OTHER GYNECOLOGICALS')","('DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)', 'UTEROTONICS')","('Prostaglandins', 'Prostaglandins')","('misoprostol', 'misoprostol')",Black Box Warning,"('Teratogenicity',)",,United States,
22393,0,MACIMORELIN,CHEMBL278623,1,0,0,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,"('V04CD06',)","('VARIOUS',)","('DIAGNOSTIC AGENTS',)","('OTHER DIAGNOSTIC AGENTS',)","('Tests for pituitary function',)","('macimorelin',)",,,,,
22528,0,MEPERIDINE,CHEMBL607,2,1,0,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,"('N02AB02', 'N02AB52', 'N02AB72')","('NERVOUS SYSTEM', 'NERVOUS SYSTEM', 'NERVOUS SYSTEM')","('ANALGESICS', 'ANALGESICS', 'ANALGESICS')","('OPIOIDS', 'OPIOIDS', 'OPIOIDS')","('Phenylpiperidine derivatives', 'Phenylpiperidine derivatives', 'Phenylpiperidine derivatives')","('pethidine', 'pethidine, combinations excl. psycholeptics', 'pethidine, combinations with psycholeptics')",,,,,
22572,1,METHAQUALONE,CHEMBL282052,2,0,0,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,"('N05CM01', 'N05CX02')","('NERVOUS SYSTEM', 'NERVOUS SYSTEM')","('PSYCHOLEPTICS', 'PSYCHOLEPTICS')","('HYPNOTICS AND SEDATIVES', 'HYPNOTICS AND SEDATIVES')","('Other hypnotics and sedatives', 'Hypnotics and sedatives in combination, excl. barbiturates')","('methaqualone', 'methaqualone, combinations')",Withdrawn,"('Misuse',)",Overdose,United States,1984.0
22641,0,PROBUCOL,CHEMBL608,2,0,0,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,"('C10AX02',)","('CARDIOVASCULAR SYSTEM',)","('LIPID MODIFYING AGENTS',)","('LIPID MODIFYING AGENTS, PLAIN',)","('Other lipid modifying agents',)","('probucol',)",,,,,
22956,0,TRIENTINE,CHEMBL609,2,0,0,NCCNCCNCCN,"('A16AX12',)","('ALIMENTARY TRACT AND METABOLISM',)","('OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS',)","('OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS',)","('Various alimentary tract and metabolism products',)","('trientine',)",,,,,
23001,1,ZOMEPIRAC,CHEMBL19490,2,0,0,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,"('M01AB04',)","('MUSCULO-SKELETAL SYSTEM',)","('ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS',)","('ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS',)","('Acetic acid derivatives and related substances',)","('zomepirac',)",,,,,
23093,0,TERAZOSIN,CHEMBL611,0,0,0,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,"('G04CA03',)","('GENITO URINARY SYSTEM AND SEX HORMONES',)","('UROLOGICALS',)","('DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY',)","('Alpha-adrenoreceptor antagonists',)","('terazosin',)",,,,,
23199,0,DEXTROAMPHETAMINE,CHEMBL612,1,1,0,C[C@H](N)Cc1ccccc1,"('N06BA02',)","('NERVOUS SYSTEM',)","('PSYCHOANALEPTICS',)","('PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS',)","('Centrally acting sympathomimetics',)","('dexamfetamine',)",,,,,
23417,1,SITAXENTAN,CHEMBL282724,2,0,0,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,"('C02KX03',)","('CARDIOVASCULAR SYSTEM',)","('ANTIHYPERTENSIVES',)","('OTHER ANTIHYPERTENSIVES',)","('Antihypertensives for pulmonary arterial hypertension',)","('sitaxentan',)",Withdrawn,"('Hepatotoxicity',)",Liver toxicity,European Union,2010.0
23522,0,PYRAZINAMIDE,CHEMBL614,2,0,0,NC(=O)c1cnccn1,"('J04AK01',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIMYCOBACTERIALS',)","('DRUGS FOR TREATMENT OF TUBERCULOSIS',)","('Other drugs for treatment of tuberculosis',)","('pyrazinamide',)",,,,,
24522,0,TEGAFUR,CHEMBL20883,0,0,0,O=c1[nH]c(=O)n(C2CCCO2)cc1F,"('L01BC03', 'L01BC53')","('ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS', 'ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS')","('ANTINEOPLASTIC AGENTS', 'ANTINEOPLASTIC AGENTS')","('ANTIMETABOLITES', 'ANTIMETABOLITES')","('Pyrimidine analogues', 'Pyrimidine analogues')","('tegafur', 'tegafur, combinations')",,,,,
24806,0,PENICILLIN V,CHEMBL615,1,0,0,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,"('J01CE02',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIBACTERIALS FOR SYSTEMIC USE',)","('BETA-LACTAM ANTIBACTERIALS, PENICILLINS',)","('Beta-lactamase sensitive penicillins',)","('phenoxymethylpenicillin',)",,,,,
24991,0,CEPHALOTHIN,CHEMBL617,1,0,0,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,"('J01DB03',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIBACTERIALS FOR SYSTEMIC USE',)","('OTHER BETA-LACTAM ANTIBACTERIALS',)","('First-generation cephalosporins',)","('cefalotin',)",,,,,
25047,0,MILTEFOSINE,CHEMBL125,0,1,0,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,"('P01CX04',)","('ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS',)","('ANTIPROTOZOALS',)","('AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS',)","('Other agents against leishmaniasis and trypanosomiasis',)","('miltefosine',)",Black Box Warning,"('Teratogenicity',)",,United States,
26280,0,LINEZOLID,CHEMBL126,1,0,0,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,"('J01XX08',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIBACTERIALS FOR SYSTEMIC USE',)","('OTHER ANTIBACTERIALS',)","('Other antibacterials',)","('linezolid',)",,,,,
26386,0,MEROPENEM,CHEMBL127,1,0,0,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,"('J01DH02',)","('ANTIINFECTIVES FOR SYSTEMIC USE',)","('ANTIBACTERIALS FOR SYSTEMIC USE',)","('OTHER BETA-LACTAM ANTIBACTERIALS',)","('Carbapenems',)","('meropenem',)",,,,,
26401,0,TRAZODONE,CHEMBL621,2,1,0,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,"('N06AX05',)","('NERVOUS SYSTEM',)","('PSYCHOANALEPTICS',)","('ANTIDEPRESSANTS',)","('Other antidepressants',)","('trazodone',)",,,,,
26431,0,ETODOLAC,CHEMBL622,0,1,0,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,"('M01AB08',)","('MUSCULO-SKELETAL SYSTEM',)","('ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS',)","('ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS',)","('Acetic acid derivatives and related substances',)","('etodolac',)",Black Box Warning,"('Cardiotoxicity', 'Gastrotoxicity', 'Neurotoxicity')",,United States,
26443,0,DIMETHINDENE,CHEMBL22108,0,0,0,CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,"('D04AA13', 'R06AB03')","('DERMATOLOGICALS', 'RESPIRATORY SYSTEM')","('ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.', 'ANTIHISTAMINES FOR SYSTEMIC USE')","('ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.', 'ANTIHISTAMINES FOR SYSTEMIC USE')","('Antihistamines for topical use', 'Substituted alkylamines')","('dimetindene', 'dimetindene')",,,,,
26465,0,NEFAZODONE,CHEMBL623,2,1,0,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,"('N06AX06',)","('NERVOUS SYSTEM',)","('PSYCHOANALEPTICS',)","('ANTIDEPRESSANTS',)","('Other antidepressants',)","('nefazodone',)",,,,,
